,brand,name,price,spec_rating,processor,CPU,Ram,ROM,ROM_type,GPU,display_size,resolution,OS,warranty
629,MSI,Pulse 15 B13VGK-1296IN Gaming Laptop,154990,71.0,13th Gen Intel Core i7 13700H,"14 Cores (6P + 8E), 20 Threads",16GB DDR5 ,1TB,SSD,8GB NVIDIA GeForce RTX 4070,15.6inches,2560x1440pixels,Windows 11 OS,2 Year Warranty
630,MSI,Summit B15 A11M-236IN Laptop,69990,64.0,11th Gen Intel Core i7 1185G7,"Quad Core, 8 Threads",16GB DDR4 ,1TB,SSD,Intel Iris Xe,15.6inches,1920x1080pixels,Windows 10 OS,2 Year Warranty
631,Lenovo,Thinkpad L14 Gen 2 ‎20X1S10V00 Laptop,50000,,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",8GB DDR4 ,512GB,SSD,Intel Iris Xe Graphics,14inches,1920x1080pixels,DOS OS,3 Year Warranty
632,Lenovo,V15 G4 Laptop,36990,,7th Gen AMD Ryzen 5 7520U ,"Quad Core, 8 Threads",8GB DDR5 ,512GB,SSD,AMD Radeon Graphics,15.6inches,1920x1080pixels,Windows 11 OS,1 Year Warranty
633,Asus,Vivobook 15X OLED M3504YA-LK741WS Laptop,76500,66.0,7th Gen AMD Ryzen 7  7730U,"Octa Core, 16 Threads",16GB DDR4 ,512GB,SSD,Integrated AMD Radeon Graphics,15.6inches,1920x1080pixels,Windows 11 OS,1 Year Warranty
634,Lenovo,IdeaPad 3 15IAU7 82RK00WXIN Laptop,33990,,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",8GB DDR4 ,256GB,SSD,Intel UHD Graphics ,15.6inches,1920x1080pixels,Windows 11 OS,1 Year Warranty
635,Asus,ROG Flow X13 GV302XV-MU016WS Gaming Laptop,188752,75.0,7th Gen AMD Ryzen 9  7940HS,"Octa Core, 16 Threads",16GB LPDDR5 ,1TB,SSD,8GB NVIDIA GeForce RTX 4060,13.4inches,2560x1600pixels,Windows 11 OS,1 Year Warranty
636,Lenovo,IdeaPad 1 15AMN7 82VG00ERIN Laptop,32990,,7th Gen AMD Ryzen 3 7320U,"Quad Core, 8 Threads",8GB LPDDR5 ,512GB,SSD,AMD Radeon 610M,15.6inches,1920x1080pixels,Windows 11 OS,1 Year Warranty
637,Asus,Vivobook 16X K3605VU-MB541WS Laptop,103221,69.0,13th Gen Intel Core i5 13500H,"12 Cores (4P + 8E), 16 Threads",16GB DDR4 ,512GB,SSD,6GB NVIDIA Geforce RTX 4050,16inches,1920x1200pixels,Windows 11 OS,1 Year Warranty
638,Asus,Vivobook 16X K3605ZU-MB542WS Laptop,89990,71.0,12th Gen Intel Core i5 12450H ,"Octa Core (4P + 4E), 12 Threads",16GB DDR4 ,512GB,SSD,6GB NVIDIA Geforce RTX 4050,16inches,1920x1200pixels,Windows 11 OS,1 Year Warranty
639,Lenovo,IdeaPad Gaming 3 15IHU6 82K101R9IN Laptop,56990,69.0,11th Gen Intel Core i5 11320H,"Quad Core, 8 Threads",8GB DDR4 ,512GB,SSD,4GB NVIDIA GeForce RTX 2050 ,15.6inches,1920x1080pixels,Windows 11 OS,1 Year Warranty
640,Asus,Vivobook Go 14 E1404FA-NK543WS Laptop,44980,,7th Gen AMD Ryzen 5 7520U,"Quad Core, 8 Threads",16GB LPDDR5 ,512GB,SSD,AMD Radeon AMD,14inches,1920x1080pixels,Windows 11 OS,1 Year Warranty
641,Asus,Vivobook Go 14 E410KA-EK013W Laptop,23990,,Intel   N4500,"Dual Core, 2 Threads",8GB DDR4 ,256GB,SSD,Intel Integrated UHD,14inches,1920x1080pixels,Windows OS,1 Year Warranty
642,Asus,Vivobook Pro 15 OLED M6500QC-LK741WS Laptop,76990,63.0,5th Gen AMD Ryzen 7 5800HS,"Octa Core, 16 Threads",16GB DDR4 ,512GB,SSD,4GB NVIDIA GeForce RTX 3050,15.6inches,1920x1080pixels,Windows 11 OS,1 Year Warranty
643,Acer,Chromebook CB314-3H NX.K04SI.008 Laptop,26920,,Intel Celeron N4500,"Dual Core, 2 Threads",8GB LPDDR4X ,64GB,SSD,Intel Integrated UHD,14inches,1080x1920pixels,Chrome OS,1 Year Warranty
644,Ultimus,Lite NU14U4INC44BN-CS Laptop,14490,,Intel Celeron  N4020,"Dual Core, 2 Threads",4GB DDR4 ,256GB,SSD,Intel Integrated UHD Graphics,14.1inches,1366x768pixels,Windows 11 OS,1 Year Warranty
645,Dell,Inspiron 3520 IN3520KTMFJS01ORS1 Laptop,38990,,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",8GB DDR4 ,512GB,SSD,Intel UHD Graphics,15.6inches,1920x1080pixels,Windows 11 OS,1 Year Warranty
646,Lenovo,IdeaPad Gaming 3 15ACH6 82K20289IN Laptop,52990,63.0,5th Gen AMD Ryzen 5 5500H,"Quad Core, 8 Threads",8GB DDR4 ,512GB,SSD,4GB NVIDIA GeForce RTX 2050,15.6inches,1920x1080pixels,Windows 11 OS,1 Year Warranty
647,HP,Omen 17-ck2011TX Gaming Laptop,362999,88.0,13th Gen Intel Core i9 13900HX,"24 Cores (8P + 16E), 32 Threads",32GB DDR5 ,1TB,SSD,16GB NVIDIA GeForce RTX 4090 ,17.3inches,2560x1440pixels,Windows 11  OS,1 Year Warranty
648,Acer,Aspire 5 A515-58GM 15 2023 Gaming Laptop,64990,65.0,13th Gen Intel Core i5 13420H,"Octa Core (4P + 4E), 12 Threads",16GB DDR4 ,512GB,SSD,4GB NVIDIA GeForce RTX 2050,15.6inches,1920x1080pixels,Windows 11 OS,1 Year Warranty
649,Acer,Nitro V ANV15-51 UN.QNASI.002 Gaming Laptop,62990,64.0,13th Gen Intel Core i5 13420H,"Octa Core (4P + 4E), 12 Threads",16GB DDR5 ,512GB,SSD,4GB NVIDIA GeForce RTX 2050,15.6inches,1920x1080pixels,Windows 11 OS,1 Year Warranty
650,Acer,One 11 Z8-284 UN.013SI.032 Laptop,18990,,Intel Celeron N4500,"Dual Core, 2 Threads",8GB DDR4 ,256GB,SSD,Intel Integrated UHD,11.6inches,1366x768pixels,Windows 11 OS,1 Year Warranty
651,HP,Omen 16-u0022TX Gaming Laptop,169999,78.0,13th Gen Intel Core i7 13700HX,"16 Cores (8P + 8E), 24 Threads",16GB DDR5 ,512GB,SSD,6GB NVIDIA GeForce RTX 4050,16.1inches,2560x1600pixels,Windows 11 OS,1 Year Warranty
652,HP,Omen 16-u0021TX Gaming Laptop,189999,80.0,13th Gen Intel Core i7 13700HX,"16 Cores (8P + 8E), 24 Threads",16GB DDR5 ,1TB,SSD,8GB NVIDIA GeForce RTX 4060,16.1inches,2560x1600pixels,Windows 11 OS,1 Year Warranty
653,HP,Omen 16-u0024TX Gaming Laptop,298999,88.0,13th Gen Intel Core i9 13900HX,"24 Cores (8P + 16E), 32 Threads",32GB DDR5 ,2TB,SSD,8GB NVIDIA GeForce RTX 4070,16.1inches,2560x1600pixels,Windows 11 OS,1 Year Warranty
654,HP,Pavilion Plus ‎14-ey0789AU Laptop,99999,70.0,7th Gen Amd Ryzen 7 7840H,"Octa Core, 16 Threads",16GB LPDDR5x ,1TB,SSD,AMD Radeon 780M Graphics,14inches,2880x1800pixels,Windows 11 OS,1 Year Warranty
655,HP,Omen 17-ck2008AX Gaming Laptop,267999,85.0,13th Gen Intel Core i7 13700HX,"16 Cores (8P + 8E), 24 Threads",16GB DDR5 ,1TB,SSD,12GB NVIDIA GeForce RTX 4080,17.3inches,2560x1440pixels,Windows 11 OS,1 Year Warranty
656,Lenovo,IdeaPad Pro 5 83AQ005SIN Gaming Laptop,108990,63.0,13th Gen Intel Core i7 13700H,"14 Cores (6P + 8E), 20 Threads",16GB LPDDR5 ,1TB,SSD,6GB NVIDIA GeForce RTX 3050,16inches,2560x1600pixels,Windows 11  OS,3 Year Warranty
657,Lenovo,IdeaPad Gaming 3 15IHU6 82K101R3IN Laptop,51990,69.0,11th Gen Intel Core i5 11320H,"Quad Core, 8 Threads",8GB DDR4 ,512GB,SSD,4GB NVIDIA GeForce GTX 1650,15.6inches,1920x1080pixels,Windows 11 OS,1 Year Warranty
658,Asus,TUF Gaming F17 FX706HF-HX019W Laptop,62608,66.0,11th Gen Intel Core i5 11400H,"Hexa Core, 12 Threads",16GB DDR4 ,512GB,SSD,4GB NVIDIA GeForce RTX 2050,17.3inches,1920x1080pixels,Windows 11 OS,1 Year Warranty
659,Acer,Aspire 5 A515-57G-58R7 Gaming Laptop,57999,67.0,12th Gen Intel Core i5 1240P,"12 Cores (4P + 8E), 16 Threads",8GB DDR4 ,512GB,SSD,4GB NVIDIA GeForce RTX 2050,15.6inches,1920x1080pixels,Windows 11 OS,1 Year Warranty
660,HP,240 14 G9 769N9PA Laptop,62500,,12th Gen Intel Core i7 1255U,"10 Cores (2P + 8E), 12 Threads",8GB  ,512GB,SSD,‎Intel Iris Plus Graphics,14inches,1920x1080pixels,DOS OS,1 Year Warranty
661,Dell,Inspiron 5430 IN5430FR0KC001ORS1 Laptop,62990,,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",8GB LPDDR5  ,512GB,SSD,Intel Iris Xe Graphics,14inches,1920x1080pixels,Windows 11 OS,1 Year Warranty
662,Lenovo,IdeaPad Slim 5 82XD005RIN Laptop,71990,,13th Gen Intel Core i5 13420H,"Octa Core (4P + 4E), 12 Threads",16GB LPDDR5 ,512GB,SSD,Integrated Intel Iris Xe Graphics,14inches,1920x1200pixels,Windows 11 OS,2 Year Warranty
663,Lenovo,Legion Pro 7 2023 82WQ007TIN Gaming Laptop,297990,85.0,13th Gen Intel Core i9 13900HX,"24 Cores (8P + 16E), 32 Threads",32GB DDR5 ,1TB,SSD,12GB NVIDIA Geforce RTX 4080,16inches,2560x1600pixels,Windows 11 OS,1 Year Warranty
664,Lenovo,Legion Slim 5 82YA00DXIN Gaming Laptop,138490,78.0,13th Gen Intel Core i7 13620H,"10 Cores (6P + 4E), 16 Threads",16GB DDR5 ,1TB,SSD,8GB NVIDIA GeForce RTX 4060,16inches,2560x1600pixels,Windows 11 OS,1 Year Warranty
665,Lenovo,Legion 5 Pro 82JQ010EIN Laptop,103395,77.0,5th Gen AMD Ryzen 7 5800H,"Octa Core, 16 Threads",16GB DDR4 ,512GB,SSD,6GB NVIDIA GeForce RTX 3060,16inches,2560x1600pixels,Windows 11 OS,1 Year Warranty
666,Lenovo,IdeaPad 5 Pro 82SN00F0IN Gaming Laptop,88990,66.0,6th Gen AMD Ryzen 7 6800HS ,"Octa Core, 16 Threads",16GB LPDDR5 ,512GB,SSD,4GB NVIDIA GeForce RTX 3050,16inches,2560x1600pixels,Windows 11  OS,3 Year Warranty
667,MSI,CreatorPro Z16 HX B13VKTO-214IN Laptop,419990,89.0,13th Gen Intel Core i9 13950HX,24 Cores (8P + 16E),64GB DDR5 ,2TB,SSD,8GB NVIDIA RTX 3000 Ada,16inches,2560x1600pixels,Windows 11 OS,2 Year Warranty
668,Lenovo,IdeaPad Flex 5 14IRU8 82Y0004TIN Laptop,87990,65.0,13th Gen Intel Core i7 1355U,"10 Cores (2P + 8E), 12 Threads",16GB LPDDR4X ,512GB,SSD,Intel Integrated Iris Xe,14inches,1920x1200pixels,Windows 11 OS,1 Year Warranty
669,Lenovo,IdeaPad Slim 3 82RK00EMIN Laptop,48990,62.0,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",8GB DDR4 ,512GB,SSD,‎Intel Iris Xe Graphics,15.6inches,1920x1080pixels,Windows 11 OS,1 Year Warranty
670,MSI,Bravo 15 B7ED-011IN Gaming Laptop,79990,70.0,7th Gen AMD Ryzen 7 7735HS,"Octa Core, 16 Threads",16GB DDR5 ,512GB,SSD,4GB AMD Radeon RX6550M,15.6inches,1920x1080pixels,Windows 11 OS,1 Year Warranty
671,Lenovo,IdeaPad 3 15IAU7 82RK00XDIN Laptop,33990,,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",8GB DDR4 ,256GB,SSD,Intel UHD Graphics ,15.6inches,1920x1080pixels,Windows 11 OS,1 Year Warranty
672,HP,14s-dr3002TU Laptop,26990,,Intel Celeron N4500,"Dual Core, 2 Threads",8GB DDR4  ,512GB,SSD,Intel UHD Graphics,14inches,1366x768pixels,Windows 11 OS,1 Year Warranty
673,Acer,C734 NX.H8VSI.004 Chromebook Laptop,13990,,Intel Celeron Dual Core N4500,"Dual Core, 2 Threads",4GB LPDDR4X ,64GB,Hard-Disk,Intel Integrated UHD,11.6inches,1280x1024pixels,Chrome OS,1 Year Warranty
674,Acer,TravelMate P2 TMP214-53 Business Laptop,49990,65.0,11th Gen Intel Core i7 1165G7,"Quad Core, 8 Threads",16GB DDR4 ,1TB,SSD,Intel Integrated Iris Xe,14inches,1920x1080pixels,Windows 11 OS,1 Year Warranty
675,MSI,Bravo 15 B7ED-012IN Gaming Laptop,59990,65.0,7th Gen AMD Ryzen 5 7535HS,"Hexa Core, 12 Threads",8GB DDR5 ,512GB,SSD,4GB AMD Radeon RX6550M,15.6inches,1920x1080pixels,Windows 11 OS,1 Year Warranty
676,Asus,ROG Strix G15 G513RC-HN251WS Gaming Laptop,91990,71.0,6th Gen AMD Ryzen 7  6800H,"Octa Core, 16 Threads",16GB DDR5 ,1TB,SSD,4GB NVIDIA GeForce RTX RTX 3050,15.6inches,1920x1080pixels,Windows 11 OS,1 Year Warranty
677,Asus,Vivobook 16 2023 X1605VA-MB957WS Laptop,95689,73.0,13th Gen Intel Core i9 13900H,"14 Cores (6P + 8E), 20 Threads",16GB DDR4 ,1TB,SSD,Integrated Intel Iris Xe Graphics,16inches,1920x1200pixels,Windows 11 OS,1 Year Warranty
678,Acer,Chromebook CB314-3H NX.K04SI.007 Laptop,26732,,Intel Celeron Dual Core N4500,"Dual Core, 2 Threads",8GB LPDDR4X ,128GB,SSD,Intel Integrated UHD,14inches,1280x1024pixels,Chrome OS,1 Year Warranty
679,HP,Zbook FireFly 14 G8 4F0W6PA Laptop,89999,70.0,11th Gen Intel Core i5 1135G7,"Quad Core, 8 Threads",16GB DDR4 ,512GB,SSD,Intel UHD Graphics,14inches,1920x1080pixels,Windows 11 OS,1 Year Warranty
680,Asus,Vivobook S14 Flip TN3402QA-LZ751WS Laptop,69990,62.0,5th Gen AMD Ryzen 7 5800H,"Octa Core, 16 Threads",16GB DDR4 ,1TB,SSD,AMD Radeon Graphics,14inches,1920x1200pixels,Windows 11 OS,1 Year Warranty
681,Asus,Vivobook S14 Flip TN3402QA-LZ551WS Laptop,65391,,5th Gen AMD Ryzen 5  5600H,"Hexa Core, 12 Threads",16GB DDR4 ,1TB,SSD,AMD Radeon Graphics,14inches,1920x1200pixels,Windows 11 OS,1 Year Warranty
682,Lenovo,Thinkpad T14 Laptop,90000,,4th Gen AMD Ryzen 7 PRO 4750U,"Octa Core, 16 Threads",16GB DDR4 ,512GB,SSD,AMD Radeon Graphics,14inches,1920x1080pixels,Windows 10 OS,1 Year Warranty
683,Lenovo,IdeaPad Slim 3 82RK00VWIN Laptop,38390,,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",8GB DDR4 ,512GB,SSD,‎Intel UHD Graphics,15.6inches,1920x1080pixels,Windows 11 OS,1 Year Warranty
684,Lenovo,IdeaPad 1 15AMN7 82VG00J5IN Laptop,40990,,7th Gen AMD Ryzen 5 7520U,"Quad Core, 8 Threads",8GB LPDDR5 ,512GB,SSD,AMD Radeon 610M,15.6inches,1920x1080pixels,Windows 11 OS,1 Year Warranty
685,Lenovo,IdeaPad Gaming 3 82K2028AIN Laptop,50990,62.0,5th Gen AMD Ryzen 5  5500H,"Quad Core, 8 Threads",8GB DDR4 ,512GB,SSD,4GB  NVIDIA GeForce RTX 2050,15.6inches,1920x1080pixels,Windows 11 OS,1 Year Warranty
686,Dell,Vostro 3520 Laptop,47990,,11th Gen Intel Core i5 1135G7,"Quad Core, 8 Threads",8GB DDR4 ,512GB,SSD,Intel UHD Graphics,15.6inches,1920x1080pixels,Windows 11 OS,1 Year Warranty
687,Dell,Inspiron 15 3520 IN352092K4N001ORS1 Laptop,59990,,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",16GB DDR4 ,512GB,SSD,Intel Integrated Graphics,15.6inches,1920x1080pixels,Windows 11 OS,1 Year Warranty
688,Dell,Vostro 3530 Laptop,61990,,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",8GB DDR4 ,512GB,SSD,Intel Integrated Graphics ,15.6inches,1920x1080pixels,Windows 11 OS,1 Year Warranty
689,Acer,Aspire 5 A515-57 UN.K3JSI.013 Laptop,36990,,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",16GB  ,512GB,SSD,Intel Integrated,15.6inches,1920x1080pixels,Windows 11 OS,1 Year Warranty
690,Lenovo,V14 G4 Laptop,31990,,7th Gen AMD Ryzen 3 7320U,"Quad Core, 8 Threads",8GB LPDDR5 ,512GB,SSD,AMD Radeon,14inches,1920x1080pixels,Windows 11 OS,1 Year Warranty
691,MSI,Creator M16 B13VE-1271IN Laptop,129990,82.0,13th Gen Intel Core i7 13700H,"14 Cores (6P + 8E), 20 Threads",32GB DDR5 ,1TB,SSD,6GB NVIDIA GeForce RTX 4050,16inches,1920x1200pixels,Windows 11 OS,2 Year Warranty
692,Lenovo,V15 G3 82TTA02UIH Laptop,49989,63.0,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",8GB DDR4 ,512GB,SSD,Intel Integrated UHD,15.6inches,1920x1080pixels,Windows 11 OS,1 Year Warranty
693,Dell,Vostro 3525 Laptop,42990,,5th Gen AMD Ryzen 5 5500U,"Hexa Core, 12 Threads",8GB DDR4 ,512GB,SSD,AMD Radeon Graphics,15.6inches,1920x1080pixels,Windows 11 OS,1 Year Warranty
694,Asus,ROG Strix G16 2023 G614JJ-N3088WS Gaming Laptop,94990,70.0,13th Gen Intel Core i5 13450HX,"10 Cores (6P + 4E), 16 Threads",16GB DDR5 ,1TB,SSD,6GB NVIDIA GeForce RTX 3050,16inches,1920x1200pixels,Windows 11 OS,1 Year Warranty
695,MSI,Creator Pro M16 B13VJ-1272IN Gaming Laptop,259990,83.0,13th Gen Intel Core i7 13700H,"14 Cores (6P + 8E), 20 Threads",32GB DDR5 ,1TB,SSD,8GB NVIDIA GeForce RTX A2000 Ada,16inches,1920x1200pixels,Windows 11 OS,2 Year Warranty
696,Dell,Latitude 5430 Business Laptop,95000,,12th Gen Intel Core i5 1245U,"10 Cores (2P + 8E), 12 Threads",16GB  ,512GB,SSD,Intel Graphics,14inches,1920x1080pixels,Windows 10 OS,1 Year Warranty
697,Lenovo,IdeaPad Slim 3i 82X70032IN Laptop,44690,,13th Gen Intel Core i3 1305U,"5 Cores (1P + 4E), 6 Threads",8GB LPDDR5 ,512GB,SSD,Intel UHD Graphics,15.6inches,1920x1080pixels,Windows 11 OS,1 Year Warranty
698,Lenovo,IdeaPad Flex 5 Gen 8 82XX0070IN Laptop,61990,69.0,7th Gen AMD Ryzen 5 7530U,"Hexa Core, 12 Threads",16GB LPDDR4X ,512GB,SSD,AMD Radeon AMD,14inches,1920x1200pixels,Windows 11 OS,1 Year Warranty
699,HP,ZBook Firefly 16 G9 6V2X7PA Workstation PC Laptop,123300,75.0,12th Gen Intel Core i7 1255U,"10 Cores (2P + 8E), 12 Threads",16GB DDR5 ,1TB,SSD,Intel Iris Xe Graphics,16inches,1920x1200pixels,Windows 11 OS,1 Year Warranty
700,Dell,Inspiron 3530 15 Laptop,74499,,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",16GB DDR4 ,1TB,SSD,Intel UHD Graphics,15.6inches,1920x1080pixels,Windows 11 OS,1 Year Warranty
701,Lenovo,IdeaPad Gaming 3 15IHU6 82K101PCIN Laptop,47990,65.0,11th Gen Intel Core i5 11320H,"Quad Core, 8 Threads",8GB DDR4 ,512GB,SSD,4GB NVIDIA GeForce GTX 2050,15.6inches,1920x1080pixels,Windows 11 OS,1 Year Warranty
702,Lenovo,Yoga 6 13ABR8 83B2007UIN Laptop,85990,71.0,7th Gen AMD Ryzen 7 7730U,"Octa Core, 16 Threads",16GB LPDDR4X ,1TB,SSD,AMD Radeon Graphics,13.3inches,1920x1200pixels,Windows 11 OS,1 Year Warranty
703,Lenovo,IdeaPad Flex 5 82R900D4IN Laptop,61990,63.0,5th Gen AMD Ryzen 7 5700U,"Octa Core, 16 Threads",16GB DDR4 ,512GB,SSD,AMD Radeon,14inches,1920x1200pixels,Windows 11 OS,1 Year Warranty
704,Ultimus,Neo NU14U3INT54BN Laptop,21990,,10th Gen Intel Core i3 1005G1,"Dual Core, 4 Threads",8GB DDR4 ,256GB,SSD,Intel Integrated Iris,14.1inches,1920x1080pixels,Windows 11 OS,1 Year Warranty
705,HP,Victus 15-fb0158AX Gaming Laptop,49990,67.0,5th Gen AMD Ryzen 5  5600H ,"Hexa Core, 12 Threads",8GB DDR4 ,512GB,SSD,4GB AMD Radeon RX 6500M,15.6inches,1920x1080pixels,Windows 11 OS,1 Year Warranty
706,Lenovo,Legion Slim 5 82Y9009KIN Gaming Laptop,112990,79.0,7th Gen AMD Ryzen 7 7840HS,"Octa Core, 16 Threads",16GB DDR5 ,512GB,SSD,6GB NVIDIA GeForce RTX 4050,16inches,1920x1200pixels,Windows 11 OS,1 Year Warranty
707,Lenovo,Legion Slim 5 16APH8 82Y90042IN Gaming Laptop,127990,83.0,7th Gen AMD Ryzen 7 7840HS,"Octa Core, 16 Threads",16GB DDR5 ,512GB,SSD,8GB NVIDIA GeForce RTX 4060,16inches,2560x1600pixels,Windows 11 OS,1 Year Warranty
708,HP,Pavilion x360 14-ek1021TU Laptop,91590,70.0,13th Gen Intel Core i7 1355U ,"10 Cores (2P + 8E), 12 Threads",16GB DDR4 ,512GB,SSD,Intel Integrated Iris Xe,14inches,1920x1080pixels,Windows 11 OS,1 Year Warranty
709,Lenovo,S14 Gen 3 82TW001DIH Laptop,59990,,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",8GB  ,512GB,SSD,Intel UHD Graphics,14inches,1920x1080pixels,Windows 11 OS,3 Year Warranty
710,HP,Victus 15-fa1062TX Gaming Laptop,103060,71.0,13th Gen Intel Core i5 13500H,"12 Cores (4P + 8E), 16 Threads",16GB DDR4 ,512GB,SSD,6GB NVIDIA GeForce RTX 4050,15.6inches,1920x1080pixels,Windows 11 OS,1 Year Warranty
711,Lenovo,Yoga Pro 7 82Y700A3IN Laptop,129990,67.0,13th Gen Intel Core i7 13700H,"14 Cores (6P + 8E), 20 Threads",16GB  LPDDR5 ,1TB,SSD,Integrated Intel Iris Xe Graphics,14.5inches,3072x1920pixels,Windows 11 OS,1 Year Warranty
712,HP,15-fc0027AU Laptop,39600,,7th Gen AMD Ryzen 3 7320U,"Quad Core, 8 Threads",8GB LPDDR5 ,512GB,SSD,AMD Radeon AMD,15.6inches,1920x1080pixels,Windows 11 OS,1 Year Warranty
713,Lenovo,Legion Slim 5 16APH8 82Y9008MIN Gaming Laptop,137590,83.0,7th Gen AMD Ryzen 7 7840HS,"Octa Core, 16 Threads",16GB DDR5 ,512GB,SSD,8GB NVIDIA GeForce RTX 4060,16inches,2560x1600pixels,Windows 11 OS,1 Year Warranty
714,Lenovo,ThinkBook 15 Gen 5 21JF0026MJ Laptop,53980,69.0,7th Gen AMD Ryzen 7 7730U,"Octa Core, 16 Threads",16GB DDR4 ,512GB,SSD,AMD Radeon AMD,16inches,1920x1080pixels,Windows 11 OS,1 Year Warranty
715,Acer,Aspire 5 A515-58M NX.KHFSI.003 Gaming Laptop,41990,,13th Gen Intel Core i3 1305U,"5 Cores (1P + 4E), 6 Threads",8GB DDR5 ,512GB,SSD,Intel UHD Graphics,15.6inches,1920x1080pixels,Windows 11 OS,1 Year Warranty
716,Acer,Swift Go 14 NX.KG3SI.005 Laptop,54990,60.0,7th Gen AMD Ryzen 5  7530U,"Hexa Core, 12 Threads",16GB LPDDR4X ,512GB,SSD,AMD Radeon Graphics,14inches,1920x1080pixels,Windows 11 OS,1 Year Warranty
717,Asus,VivoBook 15 X515MA-BR022WS Laptop,28099,,Intel Celeron N4020,"Dual Core, 2 Threads",8GB DDR4 ,512GB,SSD,Intel Integrated UHD 600,15.6inches,1366x768pixels,Windows OS,1 Year Warranty
718,HP,Spectre 17-cs0097nr Foldable Laptop,415000,67.0,12th Gen Intel Core i7 1250U,"10 Cores (2P + 8E), 12 Threads",16GB LPDDR5 ,1TB,SSD,Intel Iris Xe Graphics,17inches,1920x2560pixels,Windows 11 OS,1 Year Warranty
719,Fujitsu,CH‎ 4ZR1L82433 Laptop,64990,66.0,13th Gen Intel Core i5 1334U,"10 Cores (2P + 8E), 12 Threads",16GB DDR5 ,512GB,SSD,Intel Iris Xe Graphics,13.3inches,1920x1080pixels,Windows 11 OS,2 Year Warranty
720,Fujitsu,CH‎ 4ZR1L82434 Laptop,84990,69.0,13th Gen Intel Core i7 1355U,"10 Cores (2P + 8E), 12 Threads",16GB DDR5 ,1TB,SSD,Intel Iris Xe Graphics,13.3inches,1920x1080pixels,Windows 11 OS,2 Year Warranty
721,Tecno,Megabook T1 Laptop,52999,67.0,11th Gen Intel Core i7 1165G7,"Quad Core, 8 Threads",16GB LPDDR4 ,1TB,SSD,Intel UHD Graphics,15.6inches,1920x1080pixels,Windows 11 OS,1 Year Warranty
722,Tecno,Megabook T1 Laptop,34999,63.0,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",8GB LPDDR4 ,512GB,SSD,Intel UHD Graphics,15.6inches,1920x1080pixels,Windows 11 OS,1 Year Warranty
723,Asus,Vivobook 15X OLED M3504YA-LK752WS Laptop,65990,67.0,7th Gen AMD Ryzen 7  7730U,"Octa Core, 16 Threads",16GB DDR4 ,1TB,SSD,Integrated AMD Radeon Graphics,15.6inches,1920x1080pixels,Windows 11 OS,1 Year Warranty
724,HP,Victus 15-fb1016AX  Gaming Laptop,56990,67.0,7th Gen AMD Ryzen 5 7535HS,"Hexa Core, 12 Threads",8GB DDR5 ,512GB,SSD,4GB NVIDIA GeForce RTX 2050,15.6inches,1920x1080pixels,Windows 11 OS,1 Year Warranty
725,Lenovo,ThinkPad E15 20TDS0AD00 Laptop,88999,64.0,11th Gen Intel Core i5 1135G7,"Quad Core, 8 Threads",16GB DDR4 ,1TB,SSD,Intel Iris Xe Graphics,15.6inches,1920x1080pixels,Windows 10 OS,1 Year Warranty
726,Lenovo,Ideapad 3 15ITL06 82H803GUIN Laptop,35990,,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",8GB DDR4 ,512GB,SSD,Intel UHD Graphics,15.6inches,1920x1080pixels,Windows 11 OS,1 Year Warranty
727,Lenovo,Yoga 7 82YL0060IN Laptop,111490,76.0,13th Gen Intel Core i7 1360P,"12 Cores (4P + 8E), 16 Threads",16GB LPDDR5 ,512GB,SSD,Integrated Intel Iris Xe Graphics,14inches,2880x1800pixels,Windows 11 OS,1 Year Warranty
728,Lenovo,IdeaPad Flex 5 82Y00053IN Laptop,89990,,13th Gen Intel Core i7 1355U,"10 Cores (2P + 8E), 12 Threads",16GB  ,512GB,SSD,‎Intel Iris Xe Graphics,14inches,1920x1200pixels,Windows 11 OS,1 Year Warranty
729,HP,250 G9 7N179PA Laptop,50990,,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",8GB DDR4 ,512GB,SSD,Intel Iris Xe Graphics,15.6inches,1366x768pixels,Windows 11 OS,1 Year Warranty
